,sentences,paragraph
2528,"“Listen,” said Tom, shaking him a little.",1289
2529,"“I just got here a minute
ago, from New York.",1289
2530,"I was bringing you that coupé we’ve been talking
about.",1289
2531,"That yellow car I was driving this afternoon wasn’t mine—do you
hear?",1289
2532,I haven’t seen it all afternoon.”,1289
2533,"Only the negro and I were near enough to hear what he said, but the
policeman caught something in the tone and looked over with truculent
eyes.",1290
2534,“What’s all that?” he demanded.,1291
2535,"“I’m a friend of his.” Tom turned his head but kept his hands firm on
Wilson’s body.",1292
2536,"“He says he knows the car that did it … It was a yellow
car.”",1292
2537,Some dim impulse moved the policeman to look suspiciously at Tom.,1293
2538,“And what colour’s your car?”,1294
2539,"“It’s a blue car, a coupé.”",1295
2540,"“We’ve come straight from New York,” I said.",1296
2541,"Someone who had been driving a little behind us confirmed this, and
the policeman turned away.",1297
2542,"“Now, if you’ll let me have that name again correct—”",1298
2543,"Picking up Wilson like a doll, Tom carried him into the office, set
him down in a chair, and came back.",1299
2544,"“If somebody’ll come here and sit with him,” he snapped
authoritatively.",1300
2545,"He watched while the two men standing closest glanced
at each other and went unwillingly into the room.",1300
2546,"Then Tom shut the
door on them and came down the single step, his eyes avoiding the
table.",1300
2547,As he passed close to me he whispered: “Let’s get out.”,1300
2548,"Self-consciously, with his authoritative arms breaking the way, we
pushed through the still gathering crowd, passing a hurried doctor,
case in hand, who had been sent for in wild hope half an hour ago.",1301
2549,"Tom drove slowly until we were beyond the bend—then his foot came down
hard, and the coupé raced along through the night.",1302
2550,"In a little while I
heard a low husky sob, and saw that the tears were overflowing down
his face.",1302
2551,“The God damned coward!” he whimpered.,1303
2552,“He didn’t even stop his car.”,1303
2553,"The Buchanans’ house floated suddenly toward us through the dark
rustling trees.",1305
2554,"Tom stopped beside the porch and looked up at the
second floor, where two windows bloomed with light among the vines.",1305
2555,"“Daisy’s home,” he said.",1306
2556,"As we got out of the car he glanced at me and
frowned slightly.",1306
2557,"“I ought to have dropped you in West Egg, Nick.",1307
2558,"There’s nothing we can
do tonight.”",1307
2559,"A change had come over him, and he spoke gravely, and with decision.",1308
2560,"As we walked across the moonlight gravel to the porch he disposed of
the situation in a few brisk phrases.",1308
2561,"“I’ll telephone for a taxi to take you home, and while you’re waiting
you and Jordan better go in the kitchen and have them get you some
supper—if you want any.” He opened the door.",1309
2562,“Come in.”,1309
2563,"“No, thanks.",1310
2564,But I’d be glad if you’d order me the taxi.,1310
2565,"I’ll wait
outside.”",1310
2566,Jordan put her hand on my arm.,1311
2567,"“Won’t you come in, Nick?”",1312
2568,"“No, thanks.”",1313
2569,I was feeling a little sick and I wanted to be alone.,1314
2570,"But Jordan
lingered for a moment more.",1314
2571,"“It’s only half-past nine,” she said.",1315
2572,"I’d be damned if I’d go in; I’d had enough of all of them for one day,
and suddenly that included Jordan too.",1316
2573,"She must have seen something of
this in my expression, for she turned abruptly away and ran up the
porch steps into the house.",1316
2574,"I sat down for a few minutes with my head
in my hands, until I heard the phone taken up inside and the butler’s
voice calling a taxi.",1316
2575,"Then I walked slowly down the drive away from
the house, intending to wait by the gate.",1316
2576,"I hadn’t gone twenty yards when I heard my name and Gatsby stepped
from between two bushes into the path.",1317
2577,"I must have felt pretty weird
by that time, because I could think of nothing except the luminosity
of his pink suit under the moon.",1317
2578,“What are you doing?” I inquired.,1318
2579,"“Just standing here, old sport.”",1319
2580,"Somehow, that seemed a despicable occupation.",1320
2581,"For all I knew he was
going to rob the house in a moment; I wouldn’t have been surprised to
see sinister faces, the faces of “Wolfshiem’s people,” behind him in
the dark shrubbery.",1320
2582,“Did you see any trouble on the road?” he asked after a minute.,1321
2583,“Yes.”,1322
2584,He hesitated.,1323
2585,“Was she killed?”,1324
2586,“Yes.”,1325
2587,“I thought so; I told Daisy I thought so.,1326
2588,"It’s better that the shock
should all come at once.",1326
2589,She stood it pretty well.”,1326
2590,He spoke as if Daisy’s reaction was the only thing that mattered.,1327
2591,"“I got to West Egg by a side road,” he went on, “and left the car in
my garage.",1328
2592,"I don’t think anybody saw us, but of course I can’t be
sure.”",1328
2593,"I disliked him so much by this time that I didn’t find it necessary to
tell him he was wrong.",1329
2594,“Who was the woman?” he inquired.,1330
2595,“Her name was Wilson.,1331
2596,Her husband owns the garage.,1331
2597,"How the devil did
it happen?”",1331
2598,"“Well, I tried to swing the wheel—” He broke off, and suddenly I
guessed at the truth.",1332
2599,“Was Daisy driving?”,1333
2600,"“Yes,” he said after a moment, “but of course I’ll say I was.",1334
2601,"You see,
when we left New York she was very nervous and she thought it would
steady her to drive—and this woman rushed out at us just as we were
passing a car coming the other way.",1334
2602,"It all happened in a minute, but
it seemed to me that she wanted to speak to us, thought we were
somebody she knew.",1334
2603,"Well, first Daisy turned away from the woman toward
the other car, and then she lost her nerve and turned back.",1334
2604,"The second
my hand reached the wheel I felt the shock—it must have killed her
instantly.”",1334
2605,“It ripped her open—”,1335
2606,"“Don’t tell me, old sport.” He winced.",1336
2607,“Anyhow—Daisy stepped on it.,1336
2608,"I
tried to make her stop, but she couldn’t, so I pulled on the emergency
brake.",1336
2609,Then she fell over into my lap and I drove on.,1336
2610,"“She’ll be all right tomorrow,” he said presently.",1337
2611,"“I’m just going to
wait here and see if he tries to bother her about that unpleasantness
this afternoon.",1337
2612,"She’s locked herself into her room, and if he tries
any brutality she’s going to turn the light out and on again.”",1337
2613,"“He won’t touch her,” I said.",1338
2614,“He’s not thinking about her.”,1338
2615,"“I don’t trust him, old sport.”",1339
2616,“How long are you going to wait?”,1340
2617,"“All night, if necessary.",1341
2618,"Anyhow, till they all go to bed.”",1341
2619,A new point of view occurred to me.,1342
2620,"Suppose Tom found out that Daisy
had been driving.",1342
2621,"He might think he saw a connection in it—he might
think anything.",1342
2622,"I looked at the house; there were two or three bright
windows downstairs and the pink glow from Daisy’s room on the ground
floor.",1342
2623,"“You wait here,” I said.",1343
2624,"“I’ll see if there’s any sign of a
commotion.”",1343
2625,"I walked back along the border of the lawn, traversed the gravel
softly, and tiptoed up the veranda steps.",1344
2626,"The drawing-room curtains
were open, and I saw that the room was empty.",1344
2627,"Crossing the porch where
we had dined that June night three months before, I came to a small
rectangle of light which I guessed was the pantry window.",1344
2628,"The blind
was drawn, but I found a rift at the sill.",1344
2629,"Daisy and Tom were sitting opposite each other at the kitchen table,
with a plate of cold fried chicken between them, and two bottles of
ale.",1345
2630,"He was talking intently across the table at her, and in his
earnestness his hand had fallen upon and covered her own.",1345
2631,"Once in a
while she looked up at him and nodded in agreement.",1345
2632,"They weren’t happy, and neither of them had touched the chicken or the
ale—and yet they weren’t unhappy either.",1346
2633,"There was an unmistakable air
of natural intimacy about the picture, and anybody would have said
that they were conspiring together.",1346
2634,"As I tiptoed from the porch I heard my taxi feeling its way along the
dark road toward the house.",1347
2635,"Gatsby was waiting where I had left him in
the drive.",1347
2636,“Is it all quiet up there?” he asked anxiously.,1348
2637,"“Yes, it’s all quiet.” I hesitated.",1349
2638,"“You’d better come home and get
some sleep.”",1349
2639,He shook his head.,1350
2640,“I want to wait here till Daisy goes to bed.,1351
2641,"Good night, old sport.”",1351
2642,"He put his hands in his coat pockets and turned back eagerly to his
scrutiny of the house, as though my presence marred the sacredness of
the vigil.",1352
2643,"So I walked away and left him standing there in the
moonlight—watching over nothing.",1352
2644,"
                                 VIII",1353
2645,"I couldn’t sleep all night; a foghorn was groaning incessantly on the
Sound, and I tossed half-sick between grotesque reality and savage,
frightening dreams.",1354
2646,"Toward dawn I heard a taxi go up Gatsby’s drive,
and immediately I jumped out of bed and began to dress—I felt that I
had something to tell him, something to warn him about, and morning
would be too late.",1354
2647,"Crossing his lawn, I saw that his front door was still open and he was
leaning against a table in the hall, heavy with dejection or sleep.",1355
2648,"“Nothing happened,” he said wanly.",1356
2649,"“I waited, and about four o’clock
she came to the window and stood there for a minute and then turned
out the light.”",1356
2650,"His house had never seemed so enormous to me as it did that night when
we hunted through the great rooms for cigarettes.",1357
2651,"We pushed aside
curtains that were like pavilions, and felt over innumerable feet of
dark wall for electric light switches—once I tumbled with a sort of
splash upon the keys of a ghostly piano.",1357
2652,"There was an inexplicable
amount of dust everywhere, and the rooms were musty, as though they
hadn’t been aired for many days.",1357
2653,"I found the humidor on an unfamiliar
table, with two stale, dry cigarettes inside.",1357
2654,"Throwing open the French
windows of the drawing-room, we sat smoking out into the darkness.",1357
2655,"“You ought to go away,” I said.",1358
2656,"“It’s pretty certain they’ll trace
your car.”",1358
2657,"“Go away now, old sport?”",1359
2658,"“Go to Atlantic City for a week, or up to Montreal.”",1360
2659,He wouldn’t consider it.,1361
2660,"He couldn’t possibly leave Daisy until he
knew what she was going to do.",1361
2661,"He was clutching at some last hope and
I couldn’t bear to shake him free.",1361
2662,"It was this night that he told me the strange story of his youth with
Dan Cody—told it to me because “Jay Gatsby” had broken up like glass
against Tom’s hard malice, and the long secret extravaganza was played
out.",1362
2663,"I think that he would have acknowledged anything now, without
reserve, but he wanted to talk about Daisy.",1362
2664,She was the first “nice” girl he had ever known.,1363
2665,"In various unrevealed
capacities he had come in contact with such people, but always with
indiscernible barbed wire between.",1363
2666,"He found her excitingly
desirable.",1363
2667,"He went to her house, at first with other officers from
Camp Taylor, then alone.",1363
2668,"It amazed him—he had never been in such a
beautiful house before.",1363
2669,"But what gave it an air of breathless
intensity, was that Daisy lived there—it was as casual a thing to her
as his tent out at camp was to him.",1363
2670,"There was a ripe mystery about it,
a hint of bedrooms upstairs more beautiful and cool than other
bedrooms, of gay and radiant activities taking place through its
corridors, and of romances that were not musty and laid away already
in lavender but fresh and breathing and redolent of this year’s
shining motorcars and of dances whose flowers were scarcely
withered.",1363
2671,"It excited him, too, that many men had already loved
Daisy—it increased her value in his eyes.",1363
2672,"He felt their presence all
about the house, pervading the air with the shades and echoes of still
vibrant emotions.",1363
2673,"But he knew that he was in Daisy’s house by a colossal
accident.",1364
2674,"However glorious might be his future as Jay Gatsby, he was
at present a penniless young man without a past, and at any moment the
invisible cloak of his uniform might slip from his shoulders.",1364
2675,"So he
made the most of his time.",1364
2676,"He took what he could get, ravenously and
unscrupulously—eventually he took Daisy one still October night, took
her because he had no real right to touch her hand.",1364
2677,"He might have despised himself, for he had certainly taken her under
false pretences.",1365
2678,"I don’t mean that he had traded on his phantom
millions, but he had deliberately given Daisy a sense of security; he
let her believe that he was a person from much the same strata as
herself—that he was fully able to take care of her.",1365
2679,"As a matter of
fact, he had no such facilities—he had no comfortable family standing
behind him, and he was liable at the whim of an impersonal government
to be blown anywhere about the world.",1365
2680,"But he didn’t despise himself and it didn’t turn out as he had
imagined.",1366
2681,"He had intended, probably, to take what he could and go—but
now he found that he had committed himself to the following of a
grail.",1366
2682,"He knew that Daisy was extraordinary, but he didn’t realize
just how extraordinary a “nice” girl could be.",1366
2683,"She vanished into her
rich house, into her rich, full life, leaving Gatsby—nothing.",1366
2684,"He felt
married to her, that was all.",1366
2685,"When they met again, two days later, it was Gatsby who was breathless,
who was, somehow, betrayed.",1367
2686,"Her porch was bright with the bought
luxury of star-shine; the wicker of the settee squeaked fashionably as
she turned toward him and he kissed her curious and lovely mouth.",1367
2687,"She
had caught a cold, and it made her voice huskier and more charming
than ever, and Gatsby was overwhelmingly aware of the youth and
mystery that wealth imprisons and preserves, of the freshness of many
clothes, and of Daisy, gleaming like silver, safe and proud above the
hot struggles of the poor.",1367
2688,"“I can’t describe to you how surprised I was to find out I loved her,
old sport.",1369
2689,"I even hoped for a while that she’d throw me over, but she
didn’t, because she was in love with me too.",1369
2690,"She thought I knew a lot
because I knew different things from her … Well, there I was, way off
my ambitions, getting deeper in love every minute, and all of a sudden
I didn’t care.",1369
2691,"What was the use of doing great things if I could have
a better time telling her what I was going to do?”",1369
2692,"On the last afternoon before he went abroad, he sat with Daisy in his
arms for a long, silent time.",1370
2693,"It was a cold fall day, with fire in the
room and her cheeks flushed.",1370
2694,"Now and then she moved and he changed his
arm a little, and once he kissed her dark shining hair.",1370
2695,"The afternoon
had made them tranquil for a while, as if to give them a deep memory
for the long parting the next day promised.",1370
2696,"They had never been closer
in their month of love, nor communicated more profoundly one with
another, than when she brushed silent lips against his coat’s shoulder
or when he touched the end of her fingers, gently, as though she were
asleep.",1370
2697,He did extraordinarily well in the war.,1372
2698,"He was a captain before he
went to the front, and following the Argonne battles he got his
majority and the command of the divisional machine-guns.",1372
2699,"After the
armistice he tried frantically to get home, but some complication or
misunderstanding sent him to Oxford instead.",1372
2700,"He was worried now—there
was a quality of nervous despair in Daisy’s letters.",1372
2701,"She didn’t see
why he couldn’t come.",1372
2702,"She was feeling the pressure of the world
outside, and she wanted to see him and feel his presence beside her
and be reassured that she was doing the right thing after all.",1372
2703,"For Daisy was young and her artificial world was redolent of orchids
and pleasant, cheerful snobbery and orchestras which set the rhythm of
the year, summing up the sadness and suggestiveness of life in new
tunes.",1373
2704,"All night the saxophones wailed the hopeless comment of the
“Beale Street Blues” while a hundred pairs of golden and silver
slippers shuffled the shining dust.",1373
2705,"At the grey tea hour there were
always rooms that throbbed incessantly with this low, sweet fever,
while fresh faces drifted here and there like rose petals blown by the
sad horns around the floor.",1373
2706,"Through this twilight universe Daisy began to move again with the
season; suddenly she was again keeping half a dozen dates a day with
half a dozen men, and drowsing asleep at dawn with the beads and
chiffon of an evening-dress tangled among dying orchids on the floor
beside her bed.",1374
2707,"And all the time something within her was crying for a
decision.",1374
2708,"She wanted her life shaped now, immediately—and the decision
must be made by some force—of love, of money, of unquestionable
practicality—that was close at hand.",1374
2709,"That force took shape in the middle of spring with the arrival of Tom
Buchanan.",1375
2710,"There was a wholesome bulkiness about his person and his
position, and Daisy was flattered.",1375
2711,"Doubtless there was a certain
struggle and a certain relief.",1375
2712,"The letter reached Gatsby while he was
still at Oxford.",1375
2713,"It was dawn now on Long Island and we went about opening the rest of
the windows downstairs, filling the house with grey-turning,
gold-turning light.",1377
2714,"The shadow of a tree fell abruptly across the dew
and ghostly birds began to sing among the blue leaves.",1377
2715,"There was a
slow, pleasant movement in the air, scarcely a wind, promising a cool,
lovely day.",1377
2716,"“I don’t think she ever loved him.” Gatsby turned around from a window
and looked at me challengingly.",1378
2717,"“You must remember, old sport, she was
very excited this afternoon.",1378
2718,"He told her those things in a way that
frightened her—that made it look as if I was some kind of cheap
sharper.",1378
2719,And the result was she hardly knew what she was saying.”,1378
2720,He sat down gloomily.,1379
2721,"“Of course she might have loved him just for a minute, when they were
first married—and loved me more even then, do you see?”",1380
2722,Suddenly he came out with a curious remark.,1381
2723,"“In any case,” he said, “it was just personal.”",1382
2724,"What could you make of that, except to suspect some intensity in his
conception of the affair that couldn’t be measured?",1383
2725,"He came back from France when Tom and Daisy were still on their
wedding trip, and made a miserable but irresistible journey to
Louisville on the last of his army pay.",1384
2726,"He stayed there a week,
walking the streets where their footsteps had clicked together through
the November night and revisiting the out-of-the-way places to which
they had driven in her white car.",1384
2727,"Just as Daisy’s house had always
seemed to him more mysterious and gay than other houses, so his idea
of the city itself, even though she was gone from it, was pervaded
with a melancholy beauty.",1384
2728,"He left feeling that if he had searched harder, he might have found
her—that he was leaving her behind.",1385
2729,"The day-coach—he was penniless
now—was hot.",1385
2730,"He went out to the open vestibule and sat down on a
folding-chair, and the station slid away and the backs of unfamiliar
buildings moved by.",1385
2731,"Then out into the spring fields, where a yellow
trolley raced them for a minute with people in it who might once have
seen the pale magic of her face along the casual street.",1385
2732,"The track curved and now it was going away from the sun, which, as it
sank lower, seemed to spread itself in benediction over the vanishing
city where she had drawn her breath.",1386
2733,"He stretched out his hand
desperately as if to snatch only a wisp of air, to save a fragment of
the spot that she had made lovely for him.",1386
2734,"But it was all going by too
fast now for his blurred eyes and he knew that he had lost that part
of it, the freshest and the best, forever.",1386
2735,"It was nine o’clock when we finished breakfast and went out on the
porch.",1387
2736,"The night had made a sharp difference in the weather and there
was an autumn flavour in the air.",1387
2737,"The gardener, the last one of
Gatsby’s former servants, came to the foot of the steps.",1387
2738,"“I’m going to drain the pool today, Mr. Gatsby.",1388
2739,"Leaves’ll start
falling pretty soon, and then there’s always trouble with the pipes.”",1388
2740,"“Don’t do it today,” Gatsby answered.",1389
2741,He turned to me apologetically.,1389
2742,"“You know, old sport, I’ve never used that pool all summer?”",1389
2743,I looked at my watch and stood up.,1390
2744,“Twelve minutes to my train.”,1391
2745,I didn’t want to go to the city.,1392
2746,"I wasn’t worth a decent stroke of
work, but it was more than that—I didn’t want to leave Gatsby.",1392
2747,"I
missed that train, and then another, before I could get myself away.",1392
2748,"“I’ll call you up,” I said finally.",1393
2749,"“Do, old sport.”",1394
2750,“I’ll call you about noon.”,1395
2751,We walked slowly down the steps.,1396
2752,"“I suppose Daisy’ll call too.” He looked at me anxiously, as if he
hoped I’d corroborate this.",1397
2753,“I suppose so.”,1398
2754,"“Well, goodbye.”",1399
2755,We shook hands and I started away.,1400
2756,"Just before I reached the hedge I
remembered something and turned around.",1400
2757,"“They’re a rotten crowd,” I shouted across the lawn.",1401
2758,"“You’re worth the
whole damn bunch put together.”",1401
2759,I’ve always been glad I said that.,1402
2760,"It was the only compliment I ever
gave him, because I disapproved of him from beginning to end.",1402
2761,"First he
nodded politely, and then his face broke into that radiant and
understanding smile, as if we’d been in ecstatic cahoots on that fact
all the time.",1402
2762,"His gorgeous pink rag of a suit made a bright spot of
colour against the white steps, and I thought of the night when I
first came to his ancestral home, three months before.",1402
2763,"The lawn and
drive had been crowded with the faces of those who guessed at his
corruption—and he had stood on those steps, concealing his
incorruptible dream, as he waved them goodbye.",1402
2764,I thanked him for his hospitality.,1403
2765,"We were always thanking him for
that—I and the others.",1403
2766,"“Goodbye,” I called.",1404
2767,"“I enjoyed breakfast, Gatsby.”",1404
2768,"Up in the city, I tried for a while to list the quotations on an
interminable amount of stock, then I fell asleep in my swivel-chair.",1406
2769,"Just before noon the phone woke me, and I started up with sweat
breaking out on my forehead.",1406
2770,"It was Jordan Baker; she often called me
up at this hour because the uncertainty of her own movements between
hotels and clubs and private houses made her hard to find in any other
way.",1406
2771,"Usually her voice came over the wire as something fresh and cool,
as if a divot from a green golf-links had come sailing in at the
office window, but this morning it seemed harsh and dry.",1406
2772,"“I’ve left Daisy’s house,” she said.",1407
2773,"“I’m at Hempstead, and I’m going
down to Southampton this afternoon.”",1407
2774,"Probably it had been tactful to leave Daisy’s house, but the act
annoyed me, and her next remark made me rigid.",1408
2775,“You weren’t so nice to me last night.”,1409
2776,“How could it have mattered then?”,1410
2777,Silence for a moment.,1411
2778,Then:,1411
2779,“However—I want to see you.”,1412
2780,"“I want to see you, too.”",1413
2781,"“Suppose I don’t go to Southampton, and come into town this
afternoon?”",1414
2782,“No—I don’t think this afternoon.”,1415
2783,“Very well.”,1416
2784,“It’s impossible this afternoon.,1417
2785,Various—”,1417
2786,"We talked like that for a while, and then abruptly we weren’t talking
any longer.",1418
2787,"I don’t know which of us hung up with a sharp click, but I
know I didn’t care.",1418
2788,"I couldn’t have talked to her across a tea-table
that day if I never talked to her again in this world.",1418
2789,"I called Gatsby’s house a few minutes later, but the line was busy.",1419
2790,"I
tried four times; finally an exasperated central told me the wire was
being kept open for long distance from Detroit.",1419
2791,"Taking out my
timetable, I drew a small circle around the three-fifty train.",1419
2792,"Then I
leaned back in my chair and tried to think.",1419
2793,It was just noon.,1419
2794,"When I passed the ash-heaps on the train that morning I had crossed
deliberately to the other side of the car.",1421
2795,"I supposed there’d be a
curious crowd around there all day with little boys searching for dark
spots in the dust, and some garrulous man telling over and over what
had happened, until it became less and less real even to him and he
could tell it no longer, and Myrtle Wilson’s tragic achievement was
forgotten.",1421
2796,"Now I want to go back a little and tell what happened at
the garage after we left there the night before.",1421
2797,"They had difficulty in locating the sister, Catherine.",1422
2798,"She must have
broken her rule against drinking that night, for when she arrived she
was stupid with liquor and unable to understand that the ambulance had
already gone to Flushing.",1422
2799,"When they convinced her of this, she
immediately fainted, as if that was the intolerable part of the
affair.",1422
2800,"Someone, kind or curious, took her in his car and drove her in
the wake of her sister’s body.",1422
2801,"Until long after midnight a changing crowd lapped up against the front
of the garage, while George Wilson rocked himself back and forth on
the couch inside.",1423
2802,"For a while the door of the office was open, and
everyone who came into the garage glanced irresistibly through it.",1423
2803,"Finally someone said it was a shame, and closed the door.",1423
2804,"Michaelis
and several other men were with him; first, four or five men, later
two or three men.",1423
2805,"Still later Michaelis had to ask the last stranger
to wait there fifteen minutes longer, while he went back to his own
place and made a pot of coffee.",1423
2806,"After that, he stayed there alone with
Wilson until dawn.",1423
2807,"About three o’clock the quality of Wilson’s incoherent muttering
changed—he grew quieter and began to talk about the yellow car.",1424
2808,"He
announced that he had a way of finding out whom the yellow car
belonged to, and then he blurted out that a couple of months ago his
wife had come from the city with her face bruised and her nose
swollen.",1424
2809,"But when he heard himself say this, he flinched and began to cry “Oh,
my God!” again in his groaning voice.",1425
2810,"Michaelis made a clumsy attempt
to distract him.",1425
2811,"“How long have you been married, George?",1426
2812,"Come on there, try and sit
still a minute, and answer my question.",1426
2813,"How long have you been
married?”",1426
2814,“Twelve years.”,1427
2815,“Ever had any children?,1428
2816,"Come on, George, sit still—I asked you a
question.",1428
2817,Did you ever have any children?”,1428
2818,"The hard brown beetles kept thudding against the dull light, and
whenever Michaelis heard a car go tearing along the road outside it
sounded to him like the car that hadn’t stopped a few hours before.",1429
2819,"He didn’t like to go into the garage, because the work bench was
stained where the body had been lying, so he moved uncomfortably
around the office—he knew every object in it before morning—and from
time to time sat down beside Wilson trying to keep him more quiet.",1429
2820,"“Have you got a church you go to sometimes, George?",1430
2821,"Maybe even if you
haven’t been there for a long time?",1430
2822,"Maybe I could call up the church
and get a priest to come over and he could talk to you, see?”",1430
2823,“Don’t belong to any.”,1431
2824,"“You ought to have a church, George, for times like this.",1432
2825,"You must
have gone to church once.",1432
2826,Didn’t you get married in a church?,1432
2827,"Listen,
George, listen to me.",1432
2828,Didn’t you get married in a church?”,1432
2829,“That was a long time ago.”,1433
2830,"The effort of answering broke the rhythm of his rocking—for a moment
he was silent.",1434
2831,"Then the same half-knowing, half-bewildered look came
back into his faded eyes.",1434
2832,"“Look in the drawer there,” he said, pointing at the desk.",1435
2833,“Which drawer?”,1436
2834,“That drawer—that one.”,1437
2835,Michaelis opened the drawer nearest his hand.,1438
2836,"There was nothing in it
but a small, expensive dog-leash, made of leather and braided
silver.",1438
2837,It was apparently new.,1438
2838,"“This?” he inquired, holding it up.",1439
2839,Wilson stared and nodded.,1440
2840,“I found it yesterday afternoon.,1441
2841,"She tried to tell me about it, but I
knew it was something funny.”",1441
2842,“You mean your wife bought it?”,1442
2843,“She had it wrapped in tissue paper on her bureau.”,1443
2844,"Michaelis didn’t see anything odd in that, and he gave Wilson a dozen
reasons why his wife might have bought the dog-leash.",1444
2845,"But conceivably
Wilson had heard some of these same explanations before, from Myrtle,
because he began saying “Oh, my God!” again in a whisper—his comforter
left several explanations in the air.",1444
2846,"“Then he killed her,” said Wilson.",1445
2847,His mouth dropped open suddenly.,1445
2848,“Who did?”,1446
2849,“I have a way of finding out.”,1447
2850,"“You’re morbid, George,” said his friend.",1448
2851,"“This has been a strain to
you and you don’t know what you’re saying.",1448
2852,"You’d better try and sit
quiet till morning.”",1448
2853,“He murdered her.”,1449
2854,"“It was an accident, George.”",1450
2855,Wilson shook his head.,1451
2856,"His eyes narrowed and his mouth widened
slightly with the ghost of a superior “Hm!”",1451
2857,"“I know,” he said definitely.",1452
2858,"“I’m one of these trusting fellas and I
don’t think any harm to nobody, but when I get to know a thing I know
it.",1452
2859,It was the man in that car.,1452
2860,"She ran out to speak to him and he
wouldn’t stop.”",1452
2861,"Michaelis had seen this too, but it hadn’t occurred to him that there
was any special significance in it.",1453
2862,"He believed that Mrs. Wilson had
been running away from her husband, rather than trying to stop any
particular car.",1453
2863,“How could she of been like that?”,1454
2864,"“She’s a deep one,” said Wilson, as if that answered the question.",1455
2865,“Ah-h-h—”,1455
2866,"He began to rock again, and Michaelis stood twisting the leash in his
hand.",1456
2867,"“Maybe you got some friend that I could telephone for, George?”",1457
2868,"This was a forlorn hope—he was almost sure that Wilson had no friend:
there was not enough of him for his wife.",1458
2869,"He was glad a little later
when he noticed a change in the room, a blue quickening by the window,
and realized that dawn wasn’t far off.",1458
2870,"About five o’clock it was blue
enough outside to snap off the light.",1458
2871,"Wilson’s glazed eyes turned out to the ash-heaps, where small grey
clouds took on fantastic shapes and scurried here and there in the
faint dawn wind.",1459
2872,"“I spoke to her,” he muttered, after a long silence.",1460
2873,"“I told her she
might fool me but she couldn’t fool God.",1460
2874,"I took her to the
window”—with an effort he got up and walked to the rear window and
leaned with his face pressed against it—“and I said ‘God knows what
you’ve been doing, everything you’ve been doing.",1460
2875,"You may fool me, but
you can’t fool God!’ ”",1460
2876,"Standing behind him, Michaelis saw with a shock that he was looking at
the eyes of Doctor T. J. Eckleburg, which had just emerged, pale and
enormous, from the dissolving night.",1461
2877,"“God sees everything,” repeated Wilson.",1462
2878,"“That’s an advertisement,” Michaelis assured him.",1463
2879,"Something made him
turn away from the window and look back into the room.",1463
2880,"But Wilson
stood there a long time, his face close to the window pane, nodding
into the twilight.",1463
2881,"By six o’clock Michaelis was worn out, and grateful for the sound of a
car stopping outside.",1465
2882,"It was one of the watchers of the night before
who had promised to come back, so he cooked breakfast for three, which
he and the other man ate together.",1465
2883,"Wilson was quieter now, and
Michaelis went home to sleep; when he awoke four hours later and
hurried back to the garage, Wilson was gone.",1465
2884,"His movements—he was on foot all the time—were afterward traced to
Port Roosevelt and then to Gad’s Hill, where he bought a sandwich that
he didn’t eat, and a cup of coffee.",1466
2885,"He must have been tired and
walking slowly, for he didn’t reach Gad’s Hill until noon.",1466
2886,"Thus far
there was no difficulty in accounting for his time—there were boys who
had seen a man “acting sort of crazy,” and motorists at whom he stared
oddly from the side of the road.",1466
2887,"Then for three hours he disappeared
from view.",1466
2888,"The police, on the strength of what he said to Michaelis,
that he “had a way of finding out,” supposed that he spent that time
going from garage to garage thereabout, inquiring for a yellow car.",1466
2889,"On
the other hand, no garage man who had seen him ever came forward, and
perhaps he had an easier, surer way of finding out what he wanted to
know.",1466
2890,"By half-past two he was in West Egg, where he asked someone the
way to Gatsby’s house.",1466
2891,So by that time he knew Gatsby’s name.,1466
2892,"At two o’clock Gatsby put on his bathing-suit and left word with the
butler that if anyone phoned word was to be brought to him at the
pool.",1468
2893,"He stopped at the garage for a pneumatic mattress that had
amused his guests during the summer, and the chauffeur helped him to
pump it up.",1468
2894,"Then he gave instructions that the open car wasn’t to be
taken out under any circumstances—and this was strange, because the
front right fender needed repair.",1468
2895,Gatsby shouldered the mattress and started for the pool.,1469
2896,"Once he
stopped and shifted it a little, and the chauffeur asked him if he
needed help, but he shook his head and in a moment disappeared among
the yellowing trees.",1469
2897,"No telephone message arrived, but the butler went without his sleep
and waited for it until four o’clock—until long after there was anyone
to give it to if it came.",1470
2898,"I have an idea that Gatsby himself didn’t
believe it would come, and perhaps he no longer cared.",1470
2899,"If that was
true he must have felt that he had lost the old warm world, paid a
high price for living too long with a single dream.",1470
2900,"He must have
looked up at an unfamiliar sky through frightening leaves and shivered
as he found what a grotesque thing a rose is and how raw the sunlight
was upon the scarcely created grass.",1470
2901,"A new world, material without
being real, where poor ghosts, breathing dreams like air, drifted
fortuitously about … like that ashen, fantastic figure gliding toward
him through the amorphous trees.",1470
2902,"The chauffeur—he was one of Wolfshiem’s protégés—heard the
shots—afterwards he could only say that he hadn’t thought anything
much about them.",1471
2903,"I drove from the station directly to Gatsby’s house
and my rushing anxiously up the front steps was the first thing that
alarmed anyone.",1471
2904,"But they knew then, I firmly believe.",1471
2905,"With scarcely a
word said, four of us, the chauffeur, butler, gardener, and I hurried
down to the pool.",1471
