,lines,paragraph
5649,after his fare had got in he turned his horse round and drove rapidly,1227
5650,towards the river.,1227
5651,CHAPTER XVI.,1231
5652,"A cold rain began to fall, and the blurred street-lamps looked ghastly",1233
5653,"in the dripping mist. The public-houses were just closing, and dim men",1233
5654,and women were clustering in broken groups round their doors. From some,1233
5655,"of the bars came the sound of horrible laughter. In others, drunkards",1233
5656,brawled and screamed.,1233
5657,"Lying back in the hansom, with his hat pulled over his forehead, Dorian",1234
5658,"Gray watched with listless eyes the sordid shame of the great city, and",1234
5659,now and then he repeated to himself the words that Lord Henry had said,1234
5660,"to him on the first day they had met, “To cure the soul by means of the",1234
5661,"senses, and the senses by means of the soul.” Yes, that was the secret.",1234
5662,"He had often tried it, and would try it again now. There were opium",1234
5663,"dens where one could buy oblivion, dens of horror where the memory of",1234
5664,old sins could be destroyed by the madness of sins that were new.,1234
5665,The moon hung low in the sky like a yellow skull. From time to time a,1235
5666,huge misshapen cloud stretched a long arm across and hid it. The,1235
5667,"gas-lamps grew fewer, and the streets more narrow and gloomy. Once the",1235
5668,man lost his way and had to drive back half a mile. A steam rose from,1235
5669,the horse as it splashed up the puddles. The sidewindows of the hansom,1235
5670,were clogged with a grey-flannel mist.,1235
5671,"“To cure the soul by means of the senses, and the senses by means of",1236
5672,"the soul!” How the words rang in his ears! His soul, certainly, was",1236
5673,sick to death. Was it true that the senses could cure it? Innocent,1236
5674,blood had been spilled. What could atone for that? Ah! for that there,1236
5675,"was no atonement; but though forgiveness was impossible, forgetfulness",1236
5676,"was possible still, and he was determined to forget, to stamp the thing",1236
5677,"out, to crush it as one would crush the adder that had stung one.",1236
5678,"Indeed, what right had Basil to have spoken to him as he had done? Who",1236
5679,had made him a judge over others? He had said things that were,1236
5680,"dreadful, horrible, not to be endured.",1236
5681,"On and on plodded the hansom, going slower, it seemed to him, at each",1237
5682,step. He thrust up the trap and called to the man to drive faster. The,1237
5683,hideous hunger for opium began to gnaw at him. His throat burned and,1237
5684,his delicate hands twitched nervously together. He struck at the horse,1237
5685,madly with his stick. The driver laughed and whipped up. He laughed in,1237
5686,"answer, and the man was silent.",1237
5687,"The way seemed interminable, and the streets like the black web of some",1238
5688,"sprawling spider. The monotony became unbearable, and as the mist",1238
5689,"thickened, he felt afraid.",1238
5690,"Then they passed by lonely brickfields. The fog was lighter here, and",1239
5691,"he could see the strange, bottle-shaped kilns with their orange,",1239
5692,"fanlike tongues of fire. A dog barked as they went by, and far away in",1239
5693,the darkness some wandering sea-gull screamed. The horse stumbled in a,1239
5694,"rut, then swerved aside and broke into a gallop.",1239
5695,After some time they left the clay road and rattled again over,1240
5696,"rough-paven streets. Most of the windows were dark, but now and then",1240
5697,fantastic shadows were silhouetted against some lamplit blind. He,1240
5698,watched them curiously. They moved like monstrous marionettes and made,1240
5699,gestures like live things. He hated them. A dull rage was in his heart.,1240
5700,"As they turned a corner, a woman yelled something at them from an open",1240
5701,"door, and two men ran after the hansom for about a hundred yards. The",1240
5702,driver beat at them with his whip.,1240
5703,It is said that passion makes one think in a circle. Certainly with,1241
5704,hideous iteration the bitten lips of Dorian Gray shaped and reshaped,1241
5705,"those subtle words that dealt with soul and sense, till he had found in",1241
5706,"them the full expression, as it were, of his mood, and justified, by",1241
5707,"intellectual approval, passions that without such justification would",1241
5708,still have dominated his temper. From cell to cell of his brain crept,1241
5709,"the one thought; and the wild desire to live, most terrible of all",1241
5710,"man’s appetites, quickened into force each trembling nerve and fibre.",1241
5711,"Ugliness that had once been hateful to him because it made things real,",1241
5712,became dear to him now for that very reason. Ugliness was the one,1241
5713,"reality. The coarse brawl, the loathsome den, the crude violence of",1241
5714,"disordered life, the very vileness of thief and outcast, were more",1241
5715,"vivid, in their intense actuality of impression, than all the gracious",1241
5716,"shapes of art, the dreamy shadows of song. They were what he needed for",1241
5717,forgetfulness. In three days he would be free.,1241
5718,Suddenly the man drew up with a jerk at the top of a dark lane. Over,1242
5719,the low roofs and jagged chimney-stacks of the houses rose the black,1242
5720,masts of ships. Wreaths of white mist clung like ghostly sails to the,1242
5721,yards.,1242
5722,"“Somewhere about here, sir, ain’t it?” he asked huskily through the",1243
5723,trap.,1243
5724,"Dorian started and peered round. “This will do,” he answered, and",1244
5725,having got out hastily and given the driver the extra fare he had,1244
5726,"promised him, he walked quickly in the direction of the quay. Here and",1244
5727,there a lantern gleamed at the stern of some huge merchantman. The,1244
5728,light shook and splintered in the puddles. A red glare came from an,1244
5729,outward-bound steamer that was coaling. The slimy pavement looked like,1244
5730,a wet mackintosh.,1244
5731,"He hurried on towards the left, glancing back now and then to see if he",1245
5732,was being followed. In about seven or eight minutes he reached a small,1245
5733,shabby house that was wedged in between two gaunt factories. In one of,1245
5734,the top-windows stood a lamp. He stopped and gave a peculiar knock.,1245
5735,After a little time he heard steps in the passage and the chain being,1246
5736,"unhooked. The door opened quietly, and he went in without saying a word",1246
5737,to the squat misshapen figure that flattened itself into the shadow as,1246
5738,he passed. At the end of the hall hung a tattered green curtain that,1246
5739,swayed and shook in the gusty wind which had followed him in from the,1246
5740,street. He dragged it aside and entered a long low room which looked as,1246
5741,if it had once been a third-rate dancing-saloon. Shrill flaring,1246
5742,"gas-jets, dulled and distorted in the fly-blown mirrors that faced",1246
5743,"them, were ranged round the walls. Greasy reflectors of ribbed tin",1246
5744,"backed them, making quivering disks of light. The floor was covered",1246
5745,"with ochre-coloured sawdust, trampled here and there into mud, and",1246
5746,stained with dark rings of spilled liquor. Some Malays were crouching,1246
5747,"by a little charcoal stove, playing with bone counters and showing",1246
5748,"their white teeth as they chattered. In one corner, with his head",1246
5749,"buried in his arms, a sailor sprawled over a table, and by the tawdrily",1246
5750,"painted bar that ran across one complete side stood two haggard women,",1246
5751,mocking an old man who was brushing the sleeves of his coat with an,1246
5752,"expression of disgust. “He thinks he’s got red ants on him,” laughed",1246
5753,"one of them, as Dorian passed by. The man looked at her in terror and",1246
5754,began to whimper.,1246
5755,"At the end of the room there was a little staircase, leading to a",1247
5756,"darkened chamber. As Dorian hurried up its three rickety steps, the",1247
5757,"heavy odour of opium met him. He heaved a deep breath, and his nostrils",1247
5758,"quivered with pleasure. When he entered, a young man with smooth yellow",1247
5759,"hair, who was bending over a lamp lighting a long thin pipe, looked up",1247
5760,at him and nodded in a hesitating manner.,1247
5761,"“You here, Adrian?” muttered Dorian.",1248
5762,"“Where else should I be?” he answered, listlessly. “None of the chaps",1249
5763,will speak to me now.”,1249
5764,“I thought you had left England.”,1250
5765,“Darlington is not going to do anything. My brother paid the bill at,1251
5766,"last. George doesn’t speak to me either.... I don’t care,” he added",1251
5767,"with a sigh. “As long as one has this stuff, one doesn’t want friends.",1251
5768,I think I have had too many friends.”,1251
5769,Dorian winced and looked round at the grotesque things that lay in such,1252
5770,"fantastic postures on the ragged mattresses. The twisted limbs, the",1252
5771,"gaping mouths, the staring lustreless eyes, fascinated him. He knew in",1252
5772,"what strange heavens they were suffering, and what dull hells were",1252
5773,teaching them the secret of some new joy. They were better off than he,1252
5774,"was. He was prisoned in thought. Memory, like a horrible malady, was",1252
5775,eating his soul away. From time to time he seemed to see the eyes of,1252
5776,Basil Hallward looking at him. Yet he felt he could not stay. The,1252
5777,presence of Adrian Singleton troubled him. He wanted to be where no one,1252
5778,would know who he was. He wanted to escape from himself.,1252
5779,"“I am going on to the other place,” he said after a pause.",1253
5780,“On the wharf?”,1254
5781,“Yes.”,1255
5782,“That mad-cat is sure to be there. They won’t have her in this place,1256
5783,now.”,1256
5784,Dorian shrugged his shoulders. “I am sick of women who love one. Women,1257
5785,"who hate one are much more interesting. Besides, the stuff is better.”",1257
5786,“Much the same.”,1258
5787,“I like it better. Come and have something to drink. I must have,1259
5788,something.”,1259
5789,"“I don’t want anything,” murmured the young man.",1260
5790,“Never mind.”,1261
5791,Adrian Singleton rose up wearily and followed Dorian to the bar. A,1262
5792,"half-caste, in a ragged turban and a shabby ulster, grinned a hideous",1262
5793,greeting as he thrust a bottle of brandy and two tumblers in front of,1262
5794,them. The women sidled up and began to chatter. Dorian turned his back,1262
5795,on them and said something in a low voice to Adrian Singleton.,1262
5796,"A crooked smile, like a Malay crease, writhed across the face of one of",1263
5797,"the women. “We are very proud to-night,” she sneered.",1263
5798,"“For God’s sake don’t talk to me,” cried Dorian, stamping his foot on",1264
5799,the ground. “What do you want? Money? Here it is. Don’t ever talk to me,1264
5800,again.”,1264
5801,"Two red sparks flashed for a moment in the woman’s sodden eyes, then",1265
5802,flickered out and left them dull and glazed. She tossed her head and,1265
5803,raked the coins off the counter with greedy fingers. Her companion,1265
5804,watched her enviously.,1265
5805,"“It’s no use,” sighed Adrian Singleton. “I don’t care to go back. What",1266
5806,does it matter? I am quite happy here.”,1266
5807,"“You will write to me if you want anything, won’t you?” said Dorian,",1267
5808,after a pause.,1267
5809,“Perhaps.”,1268
5810,"“Good night, then.”",1269
5811,"“Good night,” answered the young man, passing up the steps and wiping",1270
5812,his parched mouth with a handkerchief.,1270
5813,Dorian walked to the door with a look of pain in his face. As he drew,1271
5814,"the curtain aside, a hideous laugh broke from the painted lips of the",1271
5815,woman who had taken his money. “There goes the devil’s bargain!” she,1271
5816,"hiccoughed, in a hoarse voice.",1271
5817,"“Curse you!” he answered, “don’t call me that.”",1272
5818,She snapped her fingers. “Prince Charming is what you like to be,1273
5819,"called, ain’t it?” she yelled after him.",1273
5820,"The drowsy sailor leaped to his feet as she spoke, and looked wildly",1274
5821,round. The sound of the shutting of the hall door fell on his ear. He,1274
5822,rushed out as if in pursuit.,1274
5823,Dorian Gray hurried along the quay through the drizzling rain. His,1275
5824,"meeting with Adrian Singleton had strangely moved him, and he wondered",1275
5825,"if the ruin of that young life was really to be laid at his door, as",1275
5826,Basil Hallward had said to him with such infamy of insult. He bit his,1275
5827,"lip, and for a few seconds his eyes grew sad. Yet, after all, what did",1275
5828,it matter to him? One’s days were too brief to take the burden of,1275
5829,another’s errors on one’s shoulders. Each man lived his own life and,1275
5830,paid his own price for living it. The only pity was one had to pay so,1275
5831,"often for a single fault. One had to pay over and over again, indeed.",1275
5832,"In her dealings with man, destiny never closed her accounts.",1275
5833,"There are moments, psychologists tell us, when the passion for sin, or",1276
5834,"for what the world calls sin, so dominates a nature that every fibre of",1276
5835,"the body, as every cell of the brain, seems to be instinct with fearful",1276
5836,impulses. Men and women at such moments lose the freedom of their will.,1276
5837,They move to their terrible end as automatons move. Choice is taken,1276
5838,"from them, and conscience is either killed, or, if it lives at all,",1276
5839,lives but to give rebellion its fascination and disobedience its charm.,1276
5840,"For all sins, as theologians weary not of reminding us, are sins of",1276
5841,"disobedience. When that high spirit, that morning star of evil, fell",1276
5842,"from heaven, it was as a rebel that he fell.",1276
5843,"Callous, concentrated on evil, with stained mind, and soul hungry for",1277
5844,"rebellion, Dorian Gray hastened on, quickening his step as he went, but",1277
5845,"as he darted aside into a dim archway, that had served him often as a",1277
5846,"short cut to the ill-famed place where he was going, he felt himself",1277
5847,"suddenly seized from behind, and before he had time to defend himself,",1277
5848,"he was thrust back against the wall, with a brutal hand round his",1277
5849,throat.,1277
5850,"He struggled madly for life, and by a terrible effort wrenched the",1278
5851,"tightening fingers away. In a second he heard the click of a revolver,",1278
5852,"and saw the gleam of a polished barrel, pointing straight at his head,",1278
5853,"and the dusky form of a short, thick-set man facing him.",1278
5854,“What do you want?” he gasped.,1279
5855,"“Keep quiet,” said the man. “If you stir, I shoot you.”",1280
5856,“You are mad. What have I done to you?”,1281
5857,"“You wrecked the life of Sibyl Vane,” was the answer, “and Sibyl Vane",1282
5858,was my sister. She killed herself. I know it. Her death is at your,1282
5859,door. I swore I would kill you in return. For years I have sought you.,1282
5860,"I had no clue, no trace. The two people who could have described you",1282
5861,were dead. I knew nothing of you but the pet name she used to call you.,1282
5862,"I heard it to-night by chance. Make your peace with God, for to-night",1282
5863,you are going to die.”,1282
5864,"Dorian Gray grew sick with fear. “I never knew her,” he stammered. “I",1283
5865,never heard of her. You are mad.”,1283
5866,"“You had better confess your sin, for as sure as I am James Vane, you",1284
5867,are going to die.” There was a horrible moment. Dorian did not know,1284
5868,what to say or do. “Down on your knees!” growled the man. “I give you,1284
5869,one minute to make your peace—no more. I go on board to-night for,1284
5870,"India, and I must do my job first. One minute. That’s all.”",1284
5871,"Dorian’s arms fell to his side. Paralysed with terror, he did not know",1285
5872,"what to do. Suddenly a wild hope flashed across his brain. “Stop,” he",1285
5873,"cried. “How long ago is it since your sister died? Quick, tell me!”",1285
5874,"“Eighteen years,” said the man. “Why do you ask me? What do years",1286
5875,matter?”,1286
5876,"“Eighteen years,” laughed Dorian Gray, with a touch of triumph in his",1287
5877,voice. “Eighteen years! Set me under the lamp and look at my face!”,1287
5878,"James Vane hesitated for a moment, not understanding what was meant.",1288
5879,Then he seized Dorian Gray and dragged him from the archway.,1288
5880,"Dim and wavering as was the wind-blown light, yet it served to show him",1289
5881,"the hideous error, as it seemed, into which he had fallen, for the face",1289
5882,"of the man he had sought to kill had all the bloom of boyhood, all the",1289
5883,unstained purity of youth. He seemed little more than a lad of twenty,1289
5884,"summers, hardly older, if older indeed at all, than his sister had been",1289
5885,when they had parted so many years ago. It was obvious that this was,1289
5886,not the man who had destroyed her life.,1289
5887,"He loosened his hold and reeled back. “My God! my God!” he cried, “and",1290
5888,I would have murdered you!”,1290
5889,Dorian Gray drew a long breath. “You have been on the brink of,1291
5890,"committing a terrible crime, my man,” he said, looking at him sternly.",1291
5891,“Let this be a warning to you not to take vengeance into your own,1291
5892,hands.”,1291
5893,"“Forgive me, sir,” muttered James Vane. “I was deceived. A chance word",1292
5894,I heard in that damned den set me on the wrong track.”,1292
5895,"“You had better go home and put that pistol away, or you may get into",1293
5896,"trouble,” said Dorian, turning on his heel and going slowly down the",1293
5897,street.,1293
5898,James Vane stood on the pavement in horror. He was trembling from head,1294
5899,"to foot. After a little while, a black shadow that had been creeping",1294
5900,along the dripping wall moved out into the light and came close to him,1294
5901,with stealthy footsteps. He felt a hand laid on his arm and looked,1294
5902,round with a start. It was one of the women who had been drinking at,1294
5903,the bar.,1294
5904,"“Why didn’t you kill him?” she hissed out, putting haggard face quite",1295
5905,close to his. “I knew you were following him when you rushed out from,1295
5906,"Daly’s. You fool! You should have killed him. He has lots of money, and",1295
5907,he’s as bad as bad.”,1295
5908,"“He is not the man I am looking for,” he answered, “and I want no man’s",1296
5909,money. I want a man’s life. The man whose life I want must be nearly,1296
5910,"forty now. This one is little more than a boy. Thank God, I have not",1296
5911,got his blood upon my hands.”,1296
5912,The woman gave a bitter laugh. “Little more than a boy!” she sneered.,1297
5913,"“Why, man, it’s nigh on eighteen years since Prince Charming made me",1297
5914,what I am.”,1297
5915,“You lie!” cried James Vane.,1298
5916,"She raised her hand up to heaven. “Before God I am telling the truth,”",1299
5917,she cried.,1299
5918,“Before God?”,1300
5919,“Strike me dumb if it ain’t so. He is the worst one that comes here.,1301
5920,They say he has sold himself to the devil for a pretty face. It’s nigh,1301
5921,on eighteen years since I met him. He hasn’t changed much since then. I,1301
5922,"have, though,” she added, with a sickly leer.",1301
5923,“You swear this?”,1302
5924,"“I swear it,” came in hoarse echo from her flat mouth. “But don’t give",1303
5925,"me away to him,” she whined; “I am afraid of him. Let me have some",1303
5926,money for my night’s lodging.”,1303
5927,"He broke from her with an oath and rushed to the corner of the street,",1304
5928,"but Dorian Gray had disappeared. When he looked back, the woman had",1304
5929,vanished also.,1304
5930,CHAPTER XVII.,1308
5931,A week later Dorian Gray was sitting in the conservatory at Selby,1310
5932,"Royal, talking to the pretty Duchess of Monmouth, who with her husband,",1310
5933,"a jaded-looking man of sixty, was amongst his guests. It was tea-time,",1310
5934,"and the mellow light of the huge, lace-covered lamp that stood on the",1310
5935,table lit up the delicate china and hammered silver of the service at,1310
5936,which the duchess was presiding. Her white hands were moving daintily,1310
5937,"among the cups, and her full red lips were smiling at something that",1310
5938,Dorian had whispered to her. Lord Henry was lying back in a silk-draped,1310
5939,"wicker chair, looking at them. On a peach-coloured divan sat Lady",1310
5940,"Narborough, pretending to listen to the duke’s description of the last",1310
5941,Brazilian beetle that he had added to his collection. Three young men,1310
5942,in elaborate smoking-suits were handing tea-cakes to some of the women.,1310
5943,"The house-party consisted of twelve people, and there were more",1310
5944,expected to arrive on the next day.,1310
5945,"“What are you two talking about?” said Lord Henry, strolling over to",1311
5946,the table and putting his cup down. “I hope Dorian has told you about,1311
5947,"my plan for rechristening everything, Gladys. It is a delightful idea.”",1311
5948,"“But I don’t want to be rechristened, Harry,” rejoined the duchess,",1312
5949,looking up at him with her wonderful eyes. “I am quite satisfied with,1312
5950,"my own name, and I am sure Mr. Gray should be satisfied with his.”",1312
5951,"“My dear Gladys, I would not alter either name for the world. They are",1313
5952,both perfect. I was thinking chiefly of flowers. Yesterday I cut an,1313
5953,"orchid, for my button-hole. It was a marvellous spotted thing, as",1313
5954,effective as the seven deadly sins. In a thoughtless moment I asked one,1313
5955,of the gardeners what it was called. He told me it was a fine specimen,1313
5956,"of _Robinsoniana_, or something dreadful of that kind. It is a sad",1313
5957,"truth, but we have lost the faculty of giving lovely names to things.",1313
5958,Names are everything. I never quarrel with actions. My one quarrel is,1313
5959,with words. That is the reason I hate vulgar realism in literature. The,1313
5960,man who could call a spade a spade should be compelled to use one. It,1313
5961,is the only thing he is fit for.”,1313
5962,"“Then what should we call you, Harry?” she asked.",1314
5963,"“His name is Prince Paradox,” said Dorian.",1315
5964,"“I recognize him in a flash,” exclaimed the duchess.",1316
5965,"“I won’t hear of it,” laughed Lord Henry, sinking into a chair. “From a",1317
5966,label there is no escape! I refuse the title.”,1317
5967,"“Royalties may not abdicate,” fell as a warning from pretty lips.",1318
5968,"“You wish me to defend my throne, then?”",1319
5969,“Yes.”,1320
5970,“I give the truths of to-morrow.”,1321
5971,"“I prefer the mistakes of to-day,” she answered.",1322
5972,"“You disarm me, Gladys,” he cried, catching the wilfulness of her mood.",1323
5973,"“Of your shield, Harry, not of your spear.”",1324
5974,"“I never tilt against beauty,” he said, with a wave of his hand.",1325
5975,"“That is your error, Harry, believe me. You value beauty far too much.”",1326
5976,“How can you say that? I admit that I think that it is better to be,1327
5977,"beautiful than to be good. But on the other hand, no one is more ready",1327
5978,than I am to acknowledge that it is better to be good than to be ugly.”,1327
5979,"“Ugliness is one of the seven deadly sins, then?” cried the duchess.",1328
5980,“What becomes of your simile about the orchid?”,1328
5981,"“Ugliness is one of the seven deadly virtues, Gladys. You, as a good",1329
5982,"Tory, must not underrate them. Beer, the Bible, and the seven deadly",1329
5983,virtues have made our England what she is.”,1329
5984,"“You don’t like your country, then?” she asked.",1330
5985,“I live in it.”,1331
5986,“That you may censure it the better.”,1332
5987,“Would you have me take the verdict of Europe on it?” he inquired.,1333
5988,“What do they say of us?”,1334
5989,“That Tartuffe has emigrated to England and opened a shop.”,1335
5990,"“Is that yours, Harry?”",1336
5991,“I give it to you.”,1337
5992,“I could not use it. It is too true.”,1338
5993,“You need not be afraid. Our countrymen never recognize a description.”,1339
5994,“They are practical.”,1340
5995,"“They are more cunning than practical. When they make up their ledger,",1341
5996,"they balance stupidity by wealth, and vice by hypocrisy.”",1341
5997,"“Still, we have done great things.”",1342
5998,"“Great things have been thrust on us, Gladys.”",1343
5999,“We have carried their burden.”,1344
6000,“Only as far as the Stock Exchange.”,1345
6001,"She shook her head. “I believe in the race,” she cried.",1346
6002,“It represents the survival of the pushing.”,1347
6003,“It has development.”,1348
6004,“Decay fascinates me more.”,1349
6005,“What of art?” she asked.,1350
6006,“It is a malady.”,1351
6007,“Love?”,1352
6008,“An illusion.”,1353
6009,“Religion?”,1354
6010,“The fashionable substitute for belief.”,1355
6011,“You are a sceptic.”,1356
6012,“Never! Scepticism is the beginning of faith.”,1357
6013,“What are you?”,1358
6014,“To define is to limit.”,1359
6015,“Give me a clue.”,1360
6016,“Threads snap. You would lose your way in the labyrinth.”,1361
6017,“You bewilder me. Let us talk of some one else.”,1362
6018,“Our host is a delightful topic. Years ago he was christened Prince,1363
6019,Charming.”,1363
6020,"“Ah! don’t remind me of that,” cried Dorian Gray.",1364
6021,"“Our host is rather horrid this evening,” answered the duchess,",1365
6022,colouring. “I believe he thinks that Monmouth married me on purely,1365
6023,scientific principles as the best specimen he could find of a modern,1365
6024,butterfly.”,1365
6025,"“Well, I hope he won’t stick pins into you, Duchess,” laughed Dorian.",1366
6026,"“Oh! my maid does that already, Mr. Gray, when she is annoyed with me.”",1367
6027,"“And what does she get annoyed with you about, Duchess?”",1368
6028,"“For the most trivial things, Mr. Gray, I assure you. Usually because I",1369
6029,come in at ten minutes to nine and tell her that I must be dressed by,1369
6030,half-past eight.”,1369
6031,“How unreasonable of her! You should give her warning.”,1370
6032,"“I daren’t, Mr. Gray. Why, she invents hats for me. You remember the",1371
6033,"one I wore at Lady Hilstone’s garden-party? You don’t, but it is nice",1371
6034,"of you to pretend that you do. Well, she made it out of nothing. All",1371
6035,good hats are made out of nothing.”,1371
6036,"“Like all good reputations, Gladys,” interrupted Lord Henry. “Every",1372
6037,effect that one produces gives one an enemy. To be popular one must be,1372
6038,a mediocrity.”,1372
6039,"“Not with women,” said the duchess, shaking her head; “and women rule",1373
6040,"the world. I assure you we can’t bear mediocrities. We women, as some",1373
6041,"one says, love with our ears, just as you men love with your eyes, if",1373
6042,you ever love at all.”,1373
6043,"“It seems to me that we never do anything else,” murmured Dorian.",1374
6044,"“Ah! then, you never really love, Mr. Gray,” answered the duchess with",1375
6045,mock sadness.,1375
6046,“My dear Gladys!” cried Lord Henry. “How can you say that? Romance,1376
6047,"lives by repetition, and repetition converts an appetite into an art.",1376
6048,"Besides, each time that one loves is the only time one has ever loved.",1376
6049,Difference of object does not alter singleness of passion. It merely,1376
6050,"intensifies it. We can have in life but one great experience at best,",1376
6051,and the secret of life is to reproduce that experience as often as,1376
6052,possible.”,1376
6053,"“Even when one has been wounded by it, Harry?” asked the duchess after",1377
6054,a pause.,1377
6055,"“Especially when one has been wounded by it,” answered Lord Henry.",1378
6056,The duchess turned and looked at Dorian Gray with a curious expression,1379
6057,"in her eyes. “What do you say to that, Mr. Gray?” she inquired.",1379
6058,Dorian hesitated for a moment. Then he threw his head back and laughed.,1380
6059,"“I always agree with Harry, Duchess.”",1380
6060,“Even when he is wrong?”,1381
6061,"“Harry is never wrong, Duchess.”",1382
6062,“And does his philosophy make you happy?”,1383
6063,“I have never searched for happiness. Who wants happiness? I have,1384
6064,searched for pleasure.”,1384
6065,"“And found it, Mr. Gray?”",1385
6066,“Often. Too often.”,1386
6067,"The duchess sighed. “I am searching for peace,” she said, “and if I",1387
6068,"don’t go and dress, I shall have none this evening.”",1387
6069,"“Let me get you some orchids, Duchess,” cried Dorian, starting to his",1388
6070,feet and walking down the conservatory.,1388
6071,"“You are flirting disgracefully with him,” said Lord Henry to his",1389
6072,cousin. “You had better take care. He is very fascinating.”,1389
6073,"“If he were not, there would be no battle.”",1390
6074,"“Greek meets Greek, then?”",1391
6075,“I am on the side of the Trojans. They fought for a woman.”,1392
6076,“They were defeated.”,1393
6077,"“There are worse things than capture,” she answered.",1394
6078,“You gallop with a loose rein.”,1395
6079,"“Pace gives life,” was the _riposte_.",1396
6080,“I shall write it in my diary to-night.”,1397
6081,“What?”,1398
6082,“That a burnt child loves the fire.”,1399
6083,“I am not even singed. My wings are untouched.”,1400
6084,"“You use them for everything, except flight.”",1401
6085,“Courage has passed from men to women. It is a new experience for us.”,1402
6086,“You have a rival.”,1403
6087,“Who?”,1404
6088,"He laughed. “Lady Narborough,” he whispered. “She perfectly adores",1405
6089,him.”,1405
6090,“You fill me with apprehension. The appeal to antiquity is fatal to us,1406
6091,who are romanticists.”,1406
6092,“Romanticists! You have all the methods of science.”,1407
6093,“Men have educated us.”,1408
6094,“But not explained you.”,1409
6095,"“Describe us as a sex,” was her challenge.",1410
6096,“Sphinxes without secrets.”,1411
6097,"She looked at him, smiling. “How long Mr. Gray is!” she said. “Let us",1412
6098,go and help him. I have not yet told him the colour of my frock.”,1412
6099,"“Ah! you must suit your frock to his flowers, Gladys.”",1413
6100,“That would be a premature surrender.”,1414
6101,“Romantic art begins with its climax.”,1415
6102,“I must keep an opportunity for retreat.”,1416
6103,“In the Parthian manner?”,1417
6104,“They found safety in the desert. I could not do that.”,1418
6105,"“Women are not always allowed a choice,” he answered, but hardly had he",1419
6106,finished the sentence before from the far end of the conservatory came,1419
6107,"a stifled groan, followed by the dull sound of a heavy fall. Everybody",1419
6108,started up. The duchess stood motionless in horror. And with fear in,1419
6109,"his eyes, Lord Henry rushed through the flapping palms to find Dorian",1419
6110,Gray lying face downwards on the tiled floor in a deathlike swoon.,1419
6111,He was carried at once into the blue drawing-room and laid upon one of,1420
6112,"the sofas. After a short time, he came to himself and looked round with",1420
6113,a dazed expression.,1420
6114,"“What has happened?” he asked. “Oh! I remember. Am I safe here, Harry?”",1421
6115,He began to tremble.,1421
6116,"“My dear Dorian,” answered Lord Henry, “you merely fainted. That was",1422
6117,all. You must have overtired yourself. You had better not come down to,1422
6118,dinner. I will take your place.”,1422
6119,"“No, I will come down,” he said, struggling to his feet. “I would",1423
6120,rather come down. I must not be alone.”,1423
6121,He went to his room and dressed. There was a wild recklessness of,1424
6122,"gaiety in his manner as he sat at table, but now and then a thrill of",1424
6123,"terror ran through him when he remembered that, pressed against the",1424
6124,"window of the conservatory, like a white handkerchief, he had seen the",1424
6125,face of James Vane watching him.,1424
6126,CHAPTER XVIII.,1428
6127,"The next day he did not leave the house, and, indeed, spent most of the",1430
6128,"time in his own room, sick with a wild terror of dying, and yet",1430
6129,"indifferent to life itself. The consciousness of being hunted, snared,",1430
6130,"tracked down, had begun to dominate him. If the tapestry did but",1430
6131,"tremble in the wind, he shook. The dead leaves that were blown against",1430
6132,the leaded panes seemed to him like his own wasted resolutions and wild,1430
6133,"regrets. When he closed his eyes, he saw again the sailor’s face",1430
6134,"peering through the mist-stained glass, and horror seemed once more to",1430
6135,lay its hand upon his heart.,1430
6136,But perhaps it had been only his fancy that had called vengeance out of,1431
6137,the night and set the hideous shapes of punishment before him. Actual,1431
6138,"life was chaos, but there was something terribly logical in the",1431
6139,imagination. It was the imagination that set remorse to dog the feet of,1431
6140,sin. It was the imagination that made each crime bear its misshapen,1431
6141,"brood. In the common world of fact the wicked were not punished, nor",1431
6142,"the good rewarded. Success was given to the strong, failure thrust upon",1431
6143,"the weak. That was all. Besides, had any stranger been prowling round",1431
6144,"the house, he would have been seen by the servants or the keepers. Had",1431
6145,"any foot-marks been found on the flower-beds, the gardeners would have",1431
6146,"reported it. Yes, it had been merely fancy. Sibyl Vane’s brother had",1431
6147,not come back to kill him. He had sailed away in his ship to founder in,1431
6148,"some winter sea. From him, at any rate, he was safe. Why, the man did",1431
6149,"not know who he was, could not know who he was. The mask of youth had",1431
6150,saved him.,1431
6151,"And yet if it had been merely an illusion, how terrible it was to think",1432
6152,"that conscience could raise such fearful phantoms, and give them",1432
6153,"visible form, and make them move before one! What sort of life would",1432
6154,"his be if, day and night, shadows of his crime were to peer at him from",1432
6155,"silent corners, to mock him from secret places, to whisper in his ear",1432
6156,"as he sat at the feast, to wake him with icy fingers as he lay asleep!",1432
6157,"As the thought crept through his brain, he grew pale with terror, and",1432
6158,the air seemed to him to have become suddenly colder. Oh! in what a,1432
6159,wild hour of madness he had killed his friend! How ghastly the mere,1432
6160,memory of the scene! He saw it all again. Each hideous detail came back,1432
6161,"to him with added horror. Out of the black cave of time, terrible and",1432
6162,"swathed in scarlet, rose the image of his sin. When Lord Henry came in",1432
6163,"at six o’clock, he found him crying as one whose heart will break.",1432
6164,It was not till the third day that he ventured to go out. There was,1433
6165,"something in the clear, pine-scented air of that winter morning that",1433
6166,seemed to bring him back his joyousness and his ardour for life. But it,1433
