,lines,paragraph
10208,"account trifle with her affectionate solicitude, or allow her to hear it",2475
10209,"from anyone but myself. He is gone to my father already. Oh, Lizzy, to",2475
10210,know that what I have to relate will give such pleasure to all my dear,2475
10211,family! how shall I bear so much happiness?”,2475
10212,"She then hastened away to her mother, who had purposely broken up the",2476
10213,"card-party, and was sitting upstairs with Kitty.",2476
10214,"Elizabeth, who was left by herself, now smiled at the rapidity and ease",2477
10215,"with which an affair was finally settled, that had given them so many",2477
10216,previous months of suspense and vexation.,2477
10217,"“And this,” said she, “is the end of all his friend’s anxious",2478
10218,circumspection! of all his sister’s falsehood and contrivance! the,2478
10219,"happiest, wisest, and most reasonable end!”",2478
10220,"In a few minutes she was joined by Bingley, whose conference with her",2479
10221,father had been short and to the purpose.,2479
10222,"“Where is your sister?” said he hastily, as he opened the door.",2480
10223,"“With my mother upstairs. She will be down in a moment, I dare say.”",2481
10224,"He then shut the door, and, coming up to her, claimed the good wishes",2482
10225,and affection of a sister. Elizabeth honestly and heartily expressed her,2482
10226,delight in the prospect of their relationship. They shook hands with,2482
10227,"great cordiality; and then, till her sister came down, she had to listen",2482
10228,"to all he had to say of his own happiness, and of Jane’s perfections;",2482
10229,"and in spite of his being a lover, Elizabeth really believed all his",2482
10230,"expectations of felicity to be rationally founded, because they had for",2482
10231,basis the excellent understanding and super-excellent disposition of,2482
10232,"Jane, and a general similarity of feeling and taste between her and",2482
10233,himself.,2482
10234,It was an evening of no common delight to them all; the satisfaction of,2483
10235,"Miss Bennet’s mind gave such a glow of sweet animation to her face, as",2483
10236,"made her look handsomer than ever. Kitty simpered and smiled, and hoped",2483
10237,"her turn was coming soon. Mrs. Bennet could not give her consent, or",2483
10238,"speak her approbation in terms warm enough to satisfy her feelings,",2483
10239,"though she talked to Bingley of nothing else, for half an hour; and when",2483
10240,"Mr. Bennet joined them at supper, his voice and manner plainly showed",2483
10241,how really happy he was.,2483
10242,"Not a word, however, passed his lips in allusion to it, till their",2484
10243,"visitor took his leave for the night; but as soon as he was gone, he",2484
10244,"turned to his daughter and said,--",2484
10245,"“Jane, I congratulate you. You will be a very happy woman.”",2485
10246,"Jane went to him instantly, kissed him, and thanked him for his",2486
10247,goodness.,2486
10248,"“You are a good girl,” he replied, “and I have great pleasure in",2487
10249,thinking you will be so happily settled. I have not a doubt of your,2487
10250,doing very well together. Your tempers are by no means unlike. You are,2487
10251,"each of you so complying, that nothing will ever be resolved on; so",2487
10252,"easy, that every servant will cheat you; and so generous, that you will",2487
10253,always exceed your income.”,2487
10254,“I hope not so. Imprudence or thoughtlessness in money matters would be,2488
10255,unpardonable in _me_.”,2488
10256,"“Exceed their income! My dear Mr. Bennet,” cried his wife, “what are you",2489
10257,"talking of? Why, he has four or five thousand a year, and very likely",2489
10258,"more.” Then addressing her daughter, “Oh, my dear, dear Jane, I am so",2489
10259,happy! I am sure I shan’t get a wink of sleep all night. I knew how it,2489
10260,"would be. I always said it must be so, at last. I was sure you could not",2489
10261,"be so beautiful for nothing! I remember, as soon as ever I saw him, when",2489
10262,"he first came into Hertfordshire last year, I thought how likely it was",2489
10263,"that you should come together. Oh, he is the handsomest young man that",2489
10264,ever was seen!”,2489
10265,"Wickham, Lydia, were all forgotten. Jane was beyond competition her",2490
10266,favourite child. At that moment she cared for no other. Her younger,2490
10267,sisters soon began to make interest with her for objects of happiness,2490
10268,which she might in future be able to dispense.,2490
10269,Mary petitioned for the use of the library at Netherfield; and Kitty,2491
10270,begged very hard for a few balls there every winter.,2491
10271,"Bingley, from this time, was of course a daily visitor at Longbourn;",2492
10272,"coming frequently before breakfast, and always remaining till after",2492
10273,"supper; unless when some barbarous neighbour, who could not be enough",2492
10274,"detested, had given him an invitation to dinner, which he thought",2492
10275,himself obliged to accept.,2492
10276,Elizabeth had now but little time for conversation with her sister; for,2493
10277,while he was present Jane had no attention to bestow on anyone else: but,2493
10278,"she found herself considerably useful to both of them, in those hours of",2493
10279,"separation that must sometimes occur. In the absence of Jane, he always",2493
10280,attached himself to Elizabeth for the pleasure of talking of her; and,2493
10281,"when Bingley was gone, Jane constantly sought the same means of relief.",2493
10282,"“He has made me so happy,” said she, one evening, “by telling me that he",2494
10283,was totally ignorant of my being in town last spring! I had not believed,2494
10284,it possible.”,2494
10285,"“I suspected as much,” replied Elizabeth. “But how did he account for",2495
10286,it?”,2495
10287,“It must have been his sisters’ doing. They were certainly no friends to,2496
10288,"his acquaintance with me, which I cannot wonder at, since he might have",2496
10289,"chosen so much more advantageously in many respects. But when they see,",2496
10290,"as I trust they will, that their brother is happy with me, they will",2496
10291,"learn to be contented, and we shall be on good terms again: though we",2496
10292,can never be what we once were to each other.”,2496
10293,"“That is the most unforgiving speech,” said Elizabeth, “that I ever",2497
10294,"heard you utter. Good girl! It would vex me, indeed, to see you again",2497
10295,the dupe of Miss Bingley’s pretended regard.”,2497
10296,"“Would you believe it, Lizzy, that when he went to town last November he",2498
10297,"really loved me, and nothing but a persuasion of _my_ being indifferent",2498
10298,would have prevented his coming down again?”,2498
10299,"“He made a little mistake, to be sure; but it is to the credit of his",2499
10300,modesty.”,2499
10301,"This naturally introduced a panegyric from Jane on his diffidence, and",2500
10302,the little value he put on his own good qualities.,2500
10303,Elizabeth was pleased to find that he had not betrayed the interference,2501
10304,"of his friend; for, though Jane had the most generous and forgiving",2501
10305,"heart in the world, she knew it was a circumstance which must prejudice",2501
10306,her against him.,2501
10307,“I am certainly the most fortunate creature that ever existed!” cried,2502
10308,"Jane. “Oh, Lizzy, why am I thus singled from my family, and blessed",2502
10309,above them all? If I could but see you as happy! If there were but such,2502
10310,another man for you!”,2502
10311,“If you were to give me forty such men I never could be so happy as you.,2503
10312,"Till I have your disposition, your goodness, I never can have your",2503
10313,"happiness. No, no, let me shift for myself; and, perhaps, if I have very",2503
10314,"good luck, I may meet with another Mr. Collins in time.”",2503
10315,The situation of affairs in the Longbourn family could not be long a,2504
10316,"secret. Mrs. Bennet was privileged to whisper it to Mrs. Philips, and",2504
10317,"she ventured, without any permission, to do the same by all her",2504
10318,neighbours in Meryton.,2504
10319,The Bennets were speedily pronounced to be the luckiest family in the,2505
10320,"world; though only a few weeks before, when Lydia had first run away,",2505
10321,they had been generally proved to be marked out for misfortune.,2505
10322,[Illustration],2509
10323,CHAPTER LVI.,2513
10324,[Illustration],2515
10325,"One morning, about a week after Bingley’s engagement with Jane had been",2516
10326,"formed, as he and the females of the family were sitting together in the",2516
10327,"dining-room, their attention was suddenly drawn to the window by the",2516
10328,sound of a carriage; and they perceived a chaise and four driving up the,2516
10329,"lawn. It was too early in the morning for visitors; and besides, the",2516
10330,equipage did not answer to that of any of their neighbours. The horses,2516
10331,"were post; and neither the carriage, nor the livery of the servant who",2516
10332,"preceded it, were familiar to them. As it was certain, however, that",2516
10333,"somebody was coming, Bingley instantly prevailed on Miss Bennet to avoid",2516
10334,"the confinement of such an intrusion, and walk away with him into the",2516
10335,shrubbery. They both set off; and the conjectures of the remaining three,2516
10336,"continued, though with little satisfaction, till the door was thrown",2516
10337,"open, and their visitor entered. It was Lady Catherine de Bourgh.",2516
10338,They were of course all intending to be surprised: but their,2517
10339,astonishment was beyond their expectation; and on the part of Mrs.,2517
10340,"Bennet and Kitty, though she was perfectly unknown to them, even",2517
10341,inferior to what Elizabeth felt.,2517
10342,"She entered the room with an air more than usually ungracious, made no",2518
10343,other reply to Elizabeth’s salutation than a slight inclination of the,2518
10344,"head, and sat down without saying a word. Elizabeth had mentioned her",2518
10345,"name to her mother on her Ladyship’s entrance, though no request of",2518
10346,introduction had been made.,2518
10347,"Mrs. Bennet, all amazement, though flattered by having a guest of such",2519
10348,"high importance, received her with the utmost politeness. After sitting",2519
10349,"for a moment in silence, she said, very stiffly, to Elizabeth,--",2519
10350,"“I hope you are well, Miss Bennet. That lady, I suppose, is your",2520
10351,mother?”,2520
10352,Elizabeth replied very concisely that she was.,2521
10353,"“And _that_, I suppose, is one of your sisters?”",2522
10354,"“Yes, madam,” said Mrs. Bennet, delighted to speak to a Lady Catherine.",2523
10355,"“She is my youngest girl but one. My youngest of all is lately married,",2523
10356,"and my eldest is somewhere about the ground, walking with a young man,",2523
10357,"who, I believe, will soon become a part of the family.”",2523
10358,"“You have a very small park here,” returned Lady Catherine, after a",2524
10359,short silence.,2524
10360,"“It is nothing in comparison of Rosings, my Lady, I dare say; but, I",2525
10361,"assure you, it is much larger than Sir William Lucas’s.”",2525
10362,“This must be a most inconvenient sitting-room for the evening in,2526
10363,summer: the windows are full west.”,2526
10364,Mrs. Bennet assured her that they never sat there after dinner; and then,2527
10365,"added,--",2527
10366,“May I take the liberty of asking your Ladyship whether you left Mr. and,2528
10367,Mrs. Collins well?”,2528
10368,"“Yes, very well. I saw them the night before last.”",2529
10369,Elizabeth now expected that she would produce a letter for her from,2530
10370,"Charlotte, as it seemed the only probable motive for her calling. But no",2530
10371,"letter appeared, and she was completely puzzled.",2530
10372,"Mrs. Bennet, with great civility, begged her Ladyship to take some",2531
10373,"refreshment: but Lady Catherine very resolutely, and not very politely,",2531
10374,"declined eating anything; and then, rising up, said to Elizabeth,--",2531
10375,"“Miss Bennet, there seemed to be a prettyish kind of a little wilderness",2532
10376,"on one side of your lawn. I should be glad to take a turn in it, if you",2532
10377,will favour me with your company.”,2532
10378,"“Go, my dear,” cried her mother, “and show her Ladyship about the",2533
10379,different walks. I think she will be pleased with the hermitage.”,2533
10380,"Elizabeth obeyed; and, running into her own room for her parasol,",2534
10381,"attended her noble guest downstairs. As they passed through the hall,",2534
10382,Lady Catherine opened the doors into the dining-parlour and,2534
10383,"drawing-room, and pronouncing them, after a short survey, to be",2534
10384,"decent-looking rooms, walked on.",2534
10385,"Her carriage remained at the door, and Elizabeth saw that her",2535
10386,waiting-woman was in it. They proceeded in silence along the gravel walk,2535
10387,that led to the copse; Elizabeth was determined to make no effort for,2535
10388,conversation with a woman who was now more than usually insolent and,2535
10389,disagreeable.,2535
10390,[Illustration:,2536
10391,“After a short survey”,2537
10392,[_Copyright 1894 by George Allen._]],2538
10393,"“How could I ever think her like her nephew?” said she, as she looked in",2539
10394,her face.,2539
10395,"As soon as they entered the copse, Lady Catherine began in the following",2540
10396,manner:--,2540
10397,"“You can be at no loss, Miss Bennet, to understand the reason of my",2541
10398,"journey hither. Your own heart, your own conscience, must tell you why I",2541
10399,come.”,2541
10400,Elizabeth looked with unaffected astonishment.,2542
10401,"“Indeed, you are mistaken, madam; I have not been at all able to account",2543
10402,for the honour of seeing you here.”,2543
10403,"“Miss Bennet,” replied her Ladyship, in an angry tone, “you ought to",2544
10404,know that I am not to be trifled with. But however insincere _you_ may,2544
10405,"choose to be, you shall not find _me_ so. My character has ever been",2544
10406,celebrated for its sincerity and frankness; and in a cause of such,2544
10407,"moment as this, I shall certainly not depart from it. A report of a most",2544
10408,"alarming nature reached me two days ago. I was told, that not only your",2544
10409,"sister was on the point of being most advantageously married, but that",2544
10410,"_you_--that Miss Elizabeth Bennet would, in all likelihood, be soon",2544
10411,"afterwards united to my nephew--my own nephew, Mr. Darcy. Though I",2544
10412,"_know_ it must be a scandalous falsehood, though I would not injure him",2544
10413,"so much as to suppose the truth of it possible, I instantly resolved on",2544
10414,"setting off for this place, that I might make my sentiments known to",2544
10415,you.”,2544
10416,"“If you believed it impossible to be true,” said Elizabeth, colouring",2545
10417,"with astonishment and disdain, “I wonder you took the trouble of coming",2545
10418,so far. What could your Ladyship propose by it?”,2545
10419,“At once to insist upon having such a report universally contradicted.”,2546
10420,"“Your coming to Longbourn, to see me and my family,” said Elizabeth",2547
10421,"coolly, “will be rather a confirmation of it--if, indeed, such a report",2547
10422,is in existence.”,2547
10423,“If! do you then pretend to be ignorant of it? Has it not been,2548
10424,industriously circulated by yourselves? Do you not know that such a,2548
10425,report is spread abroad?”,2548
10426,“I never heard that it was.”,2549
10427,"“And can you likewise declare, that there is no _foundation_ for it?”",2550
10428,“I do not pretend to possess equal frankness with your Ladyship. _You_,2551
10429,may ask questions which _I_ shall not choose to answer.”,2551
10430,"“This is not to be borne. Miss Bennet, I insist on being satisfied. Has",2552
10431,"he, has my nephew, made you an offer of marriage?”",2552
10432,“Your Ladyship has declared it to be impossible.”,2553
10433,"“It ought to be so; it must be so, while he retains the use of his",2554
10434,"reason. But _your_ arts and allurements may, in a moment of infatuation,",2554
10435,have made him forget what he owes to himself and to all his family. You,2554
10436,may have drawn him in.”,2554
10437,"“If I have, I shall be the last person to confess it.”",2555
10438,"“Miss Bennet, do you know who I am? I have not been accustomed to such",2556
10439,"language as this. I am almost the nearest relation he has in the world,",2556
10440,and am entitled to know all his dearest concerns.”,2556
10441,“But you are not entitled to know _mine_; nor will such behaviour as,2557
10442,this ever induce me to be explicit.”,2557
10443,"“Let me be rightly understood. This match, to which you have the",2558
10444,"presumption to aspire, can never take place. No, never. Mr. Darcy is",2558
10445,"engaged to _my daughter_. Now, what have you to say?”",2558
10446,"“Only this,--that if he is so, you can have no reason to suppose he will",2559
10447,make an offer to me.”,2559
10448,"Lady Catherine hesitated for a moment, and then replied,--",2560
10449,"“The engagement between them is of a peculiar kind. From their infancy,",2561
10450,they have been intended for each other. It was the favourite wish of,2561
10451,"_his_ mother, as well as of hers. While in their cradles we planned the",2561
10452,"union; and now, at the moment when the wishes of both sisters would be",2561
10453,"accomplished, is their marriage to be prevented by a young woman of",2561
10454,"inferior birth, of no importance in the world, and wholly unallied to",2561
10455,the family? Do you pay no regard to the wishes of his friends--to his,2561
10456,tacit engagement with Miss de Bourgh? Are you lost to every feeling of,2561
10457,"propriety and delicacy? Have you not heard me say, that from his",2561
10458,earliest hours he was destined for his cousin?”,2561
10459,“Yes; and I had heard it before. But what is that to me? If there is no,2562
10460,"other objection to my marrying your nephew, I shall certainly not be",2562
10461,kept from it by knowing that his mother and aunt wished him to marry,2562
10462,Miss de Bourgh. You both did as much as you could in planning the,2562
10463,marriage. Its completion depended on others. If Mr. Darcy is neither by,2562
10464,"honour nor inclination confined to his cousin, why is not he to make",2562
10465,"another choice? And if I am that choice, why may not I accept him?”",2562
10466,"“Because honour, decorum, prudence--nay, interest--forbid it. Yes, Miss",2563
10467,"Bennet, interest; for do not expect to be noticed by his family or",2563
10468,"friends, if you wilfully act against the inclinations of all. You will",2563
10469,"be censured, slighted, and despised, by everyone connected with him.",2563
10470,Your alliance will be a disgrace; your name will never even be mentioned,2563
10471,by any of us.”,2563
10472,"“These are heavy misfortunes,” replied Elizabeth. “But the wife of Mr.",2564
10473,Darcy must have such extraordinary sources of happiness necessarily,2564
10474,"attached to her situation, that she could, upon the whole, have no cause",2564
10475,to repine.”,2564
10476,"“Obstinate, headstrong girl! I am ashamed of you! Is this your gratitude",2565
10477,for my attentions to you last spring? Is nothing due to me on that,2565
10478,"score? Let us sit down. You are to understand, Miss Bennet, that I came",2565
10479,here with the determined resolution of carrying my purpose; nor will I,2565
10480,be dissuaded from it. I have not been used to submit to any person’s,2565
10481,whims. I have not been in the habit of brooking disappointment.”,2565
10482,“_That_ will make your Ladyship’s situation at present more pitiable;,2566
10483,but it will have no effect on _me_.”,2566
10484,“I will not be interrupted! Hear me in silence. My daughter and my,2567
10485,"nephew are formed for each other. They are descended, on the maternal",2567
10486,"side, from the same noble line; and, on the father’s, from respectable,",2567
10487,"honourable, and ancient, though untitled, families. Their fortune on",2567
10488,both sides is splendid. They are destined for each other by the voice of,2567
10489,every member of their respective houses; and what is to divide,2567
10490,"them?--the upstart pretensions of a young woman without family,",2567
10491,"connections, or fortune! Is this to be endured? But it must not, shall",2567
10492,"not be! If you were sensible of your own good, you would not wish to",2567
10493,quit the sphere in which you have been brought up.”,2567
10494,"“In marrying your nephew, I should not consider myself as quitting that",2568
10495,sphere. He is a gentleman; I am a gentleman’s daughter; so far we are,2568
10496,equal.”,2568
10497,“True. You _are_ a gentleman’s daughter. But what was your mother? Who,2569
10498,are your uncles and aunts? Do not imagine me ignorant of their,2569
10499,condition.”,2569
10500,"“Whatever my connections may be,” said Elizabeth, “if your nephew does",2570
10501,"not object to them, they can be nothing to _you_.”",2570
10502,"“Tell me, once for all, are you engaged to him?”",2571
10503,"Though Elizabeth would not, for the mere purpose of obliging Lady",2572
10504,"Catherine, have answered this question, she could not but say, after a",2572
10505,"moment’s deliberation,--",2572
10506,“I am not.”,2573
10507,Lady Catherine seemed pleased.,2574
10508,“And will you promise me never to enter into such an engagement?”,2575
10509,“I will make no promise of the kind.”,2576
10510,"“Miss Bennet, I am shocked and astonished. I expected to find a more",2577
10511,reasonable young woman. But do not deceive yourself into a belief that I,2577
10512,will ever recede. I shall not go away till you have given me the,2577
10513,assurance I require.”,2577
10514,“And I certainly _never_ shall give it. I am not to be intimidated into,2578
10515,anything so wholly unreasonable. Your Ladyship wants Mr. Darcy to marry,2578
10516,your daughter; but would my giving you the wished-for promise make,2578
10517,_their_ marriage at all more probable? Supposing him to be attached to,2578
10518,"me, would _my_ refusing to accept his hand make him wish to bestow it on",2578
10519,"his cousin? Allow me to say, Lady Catherine, that the arguments with",2578
10520,which you have supported this extraordinary application have been as,2578
10521,frivolous as the application was ill-judged. You have widely mistaken my,2578
10522,"character, if you think I can be worked on by such persuasions as these.",2578
10523,"How far your nephew might approve of your interference in _his_ affairs,",2578
10524,I cannot tell; but you have certainly no right to concern yourself in,2578
10525,"mine. I must beg, therefore, to be importuned no further on the",2578
10526,subject.”,2578
10527,"“Not so hasty, if you please. I have by no means done. To all the",2579
10528,objections I have already urged I have still another to add. I am no,2579
10529,stranger to the particulars of your youngest sister’s infamous,2579
10530,elopement. I know it all; that the young man’s marrying her was a,2579
10531,"patched-up business, at the expense of your father and uncle. And is",2579
10532,"_such_ a girl to be my nephew’s sister? Is _her_ husband, who is the son",2579
10533,"of his late father’s steward, to be his brother? Heaven and earth!--of",2579
10534,what are you thinking? Are the shades of Pemberley to be thus polluted?”,2579
10535,"“You can _now_ have nothing further to say,” she resentfully answered.",2580
10536,"“You have insulted me, in every possible method. I must beg to return to",2580
10537,the house.”,2580
10538,"And she rose as she spoke. Lady Catherine rose also, and they turned",2581
10539,back. Her Ladyship was highly incensed.,2581
10540,"“You have no regard, then, for the honour and credit of my nephew!",2582
10541,"Unfeeling, selfish girl! Do you not consider that a connection with you",2582
10542,must disgrace him in the eyes of everybody?”,2582
10543,"“Lady Catherine, I have nothing further to say. You know my sentiments.”",2583
10544,“You are then resolved to have him?”,2584
10545,"“I have said no such thing. I am only resolved to act in that manner,",2585
10546,"which will, in my own opinion, constitute my happiness, without",2585
10547,"reference to _you_, or to any person so wholly unconnected with me.”",2585
10548,"“It is well. You refuse, then, to oblige me. You refuse to obey the",2586
10549,"claims of duty, honour, and gratitude. You are determined to ruin him in",2586
10550,"the opinion of all his friends, and make him the contempt of the world.”",2586
10551,"“Neither duty, nor honour, nor gratitude,” replied Elizabeth, “has any",2587
10552,"possible claim on me, in the present instance. No principle of either",2587
10553,would be violated by my marriage with Mr. Darcy. And with regard to the,2587
10554,"resentment of his family, or the indignation of the world, if the former",2587
10555,"_were_ excited by his marrying me, it would not give me one moment’s",2587
10556,concern--and the world in general would have too much sense to join in,2587
10557,the scorn.”,2587
10558,“And this is your real opinion! This is your final resolve! Very well. I,2588
10559,"shall now know how to act. Do not imagine, Miss Bennet, that your",2588
10560,ambition will ever be gratified. I came to try you. I hoped to find you,2588
10561,reasonable; but depend upon it I will carry my point.”,2588
10562,In this manner Lady Catherine talked on till they were at the door of,2589
10563,"the carriage, when, turning hastily round, she added,--",2589
10564,"“I take no leave of you, Miss Bennet. I send no compliments to your",2590
10565,mother. You deserve no such attention. I am most seriously displeased.”,2590
10566,Elizabeth made no answer; and without attempting to persuade her,2591
10567,"Ladyship to return into the house, walked quietly into it herself. She",2591
10568,heard the carriage drive away as she proceeded upstairs. Her mother,2591
10569,"impatiently met her at the door of her dressing-room, to ask why Lady",2591
10570,Catherine would not come in again and rest herself.,2591
10571,"“She did not choose it,” said her daughter; “she would go.”",2592
10572,“She is a very fine-looking woman! and her calling here was prodigiously,2593
10573,"civil! for she only came, I suppose, to tell us the Collinses were well.",2593
10574,"She is on her road somewhere, I dare say; and so, passing through",2593
10575,"Meryton, thought she might as well call on you. I suppose she had",2593
10576,"nothing particular to say to you, Lizzy?”",2593
10577,Elizabeth was forced to give in to a little falsehood here; for to,2594
10578,acknowledge the substance of their conversation was impossible.,2594
10579,[Illustration:,2598
10580,     “But now it comes out”,2599
10581,],2599
10582,CHAPTER LVII.,2603
10583,[Illustration],2605
10584,The discomposure of spirits which this extraordinary visit threw,2606
10585,Elizabeth into could not be easily overcome; nor could she for many,2606
10586,"hours learn to think of it less than incessantly. Lady Catherine, it",2606
10587,"appeared, had actually taken the trouble of this journey from Rosings",2606
10588,for the sole purpose of breaking off her supposed engagement with Mr.,2606
10589,"Darcy. It was a rational scheme, to be sure! but from what the report of",2606
10590,"their engagement could originate, Elizabeth was at a loss to imagine;",2606
10591,"till she recollected that _his_ being the intimate friend of Bingley,",2606
10592,"and _her_ being the sister of Jane, was enough, at a time when the",2606
10593,"expectation of one wedding made everybody eager for another, to supply",2606
10594,the idea. She had not herself forgotten to feel that the marriage of her,2606
10595,sister must bring them more frequently together. And her neighbours at,2606
10596,"Lucas Lodge, therefore, (for through their communication with the",2606
10597,"Collinses, the report, she concluded, had reached Lady Catherine,) had",2606
10598,only set _that_ down as almost certain and immediate which _she_ had,2606
10599,looked forward to as possible at some future time.,2606
10600,"In revolving Lady Catherine’s expressions, however, she could not help",2607
10601,feeling some uneasiness as to the possible consequence of her persisting,2607
10602,in this interference. From what she had said of her resolution to,2607
10603,"prevent the marriage, it occurred to Elizabeth that she must meditate an",2607
10604,application to her nephew; and how he might take a similar,2607
10605,representation of the evils attached to a connection with her she dared,2607
10606,not pronounce. She knew not the exact degree of his affection for his,2607
10607,"aunt, or his dependence on her judgment, but it was natural to suppose",2607
10608,that he thought much higher of her Ladyship than _she_ could do; and it,2607
10609,"was certain, that in enumerating the miseries of a marriage with _one_",2607
10610,"whose immediate connections were so unequal to his own, his aunt would",2607
10611,"address him on his weakest side. With his notions of dignity, he would",2607
10612,"probably feel that the arguments, which to Elizabeth had appeared weak",2607
10613,"and ridiculous, contained much good sense and solid reasoning.",2607
10614,"If he had been wavering before, as to what he should do, which had often",2608
10615,"seemed likely, the advice and entreaty of so near a relation might",2608
10616,"settle every doubt, and determine him at once to be as happy as dignity",2608
10617,unblemished could make him. In that case he would return no more. Lady,2608
10618,Catherine might see him in her way through town; and his engagement to,2608
10619,Bingley of coming again to Netherfield must give way.,2608
10620,"“If, therefore, an excuse for not keeping his promise should come to his",2609
10621,"friend within a few days,” she added, “I shall know how to understand",2609
10622,"it. I shall then give over every expectation, every wish of his",2609
10623,"constancy. If he is satisfied with only regretting me, when he might",2609
10624,"have obtained my affections and hand, I shall soon cease to regret him",2609
10625,at all.”,2609
10626,"The surprise of the rest of the family, on hearing who their visitor had",2610
10627,"been, was very great: but they obligingly satisfied it with the same",2610
10628,kind of supposition which had appeased Mrs. Bennet’s curiosity; and,2610
10629,Elizabeth was spared from much teasing on the subject.,2610
10630,"The next morning, as she was going down stairs, she was met by her",2611
10631,"father, who came out of his library with a letter in his hand.",2611
10632,"“Lizzy,” said he, “I was going to look for you: come into my room.”",2612
10633,She followed him thither; and her curiosity to know what he had to tell,2613
10634,her was heightened by the supposition of its being in some manner,2613
10635,connected with the letter he held. It suddenly struck her that it might,2613
10636,"be from Lady Catherine, and she anticipated with dismay all the",2613
10637,consequent explanations.,2613
10638,"She followed her father to the fireplace, and they both sat down. He",2614
10639,"then said,--",2614
10640,“I have received a letter this morning that has astonished me,2615
10641,"exceedingly. As it principally concerns yourself, you ought to know its",2615
10642,contents. I did not know before that I had _two_ daughters on the brink,2615
10643,of matrimony. Let me congratulate you on a very important conquest.”,2615
10644,The colour now rushed into Elizabeth’s cheeks in the instantaneous,2616
10645,"conviction of its being a letter from the nephew, instead of the aunt;",2616
10646,and she was undetermined whether most to be pleased that he explained,2616
10647,"himself at all, or offended that his letter was not rather addressed to",2616
10648,"herself, when her father continued,--",2616
10649,“You look conscious. Young ladies have great penetration in such matters,2617
10650,as these; but I think I may defy even _your_ sagacity to discover the,2617
10651,name of your admirer. This letter is from Mr. Collins.”,2617
10652,“From Mr. Collins! and what can _he_ have to say?”,2618
10653,"“Something very much to the purpose, of course. He begins with",2619
10654,"congratulations on the approaching nuptials of my eldest daughter, of",2619
10655,"which, it seems, he has been told by some of the good-natured, gossiping",2619
10656,Lucases. I shall not sport with your impatience by reading what he says,2619
10657,on that point. What relates to yourself is as follows:--‘Having thus,2619
10658,offered you the sincere congratulations of Mrs. Collins and myself on,2619
10659,"this happy event, let me now add a short hint on the subject of another,",2619
10660,of which we have been advertised by the same authority. Your daughter,2619
10661,"Elizabeth, it is presumed, will not long bear the name of Bennet, after",2619
10662,her eldest sister has resigned it; and the chosen partner of her fate,2619
10663,may be reasonably looked up to as one of the most illustrious personages,2619
10664,"in this land.’ Can you possibly guess, Lizzy, who is meant by this?",2619
10665,"‘This young gentleman is blessed, in a peculiar way, with everything the",2619
10666,"heart of mortal can most desire,--splendid property, noble kindred, and",2619
10667,"extensive patronage. Yet, in spite of all these temptations, let me warn",2619
10668,"my cousin Elizabeth, and yourself, of what evils you may incur by a",2619
10669,"precipitate closure with this gentleman’s proposals, which, of course,",2619
10670,"you will be inclined to take immediate advantage of.’ Have you any idea,",2619
10671,"Lizzy, who this gentleman is? But now it comes out. ‘My motive for",2619
10672,"cautioning you is as follows:--We have reason to imagine that his aunt,",2619
10673,"Lady Catherine de Bourgh, does not look on the match with a friendly",2619
10674,"eye.’ _Mr. Darcy_, you see, is the man! Now, Lizzy, I think I _have_",2619
10675,"surprised you. Could he, or the Lucases, have pitched on any man, within",2619
10676,"the circle of our acquaintance, whose name would have given the lie more",2619
10677,"effectually to what they related? Mr. Darcy, who never looks at any",2619
10678,"woman but to see a blemish, and who probably never looked at _you_ in",2619
10679,his life! It is admirable!”,2619
10680,"Elizabeth tried to join in her father’s pleasantry, but could only force",2620
10681,one most reluctant smile. Never had his wit been directed in a manner so,2620
10682,little agreeable to her.,2620
10683,“Are you not diverted?”,2621
10684,"“Oh, yes. Pray read on.”",2622
10685,“‘After mentioning the likelihood of this marriage to her Ladyship last,2623
10686,"night, she immediately, with her usual condescension, expressed what she",2623
10687,"felt on the occasion; when it became apparent, that, on the score of",2623
10688,"some family objections on the part of my cousin, she would never give",2623
10689,her consent to what she termed so disgraceful a match. I thought it my,2623
10690,"duty to give the speediest intelligence of this to my cousin, that she",2623
10691,"and her noble admirer may be aware of what they are about, and not run",2623
10692,hastily into a marriage which has not been properly sanctioned.’ Mr.,2623
10693,"Collins, moreover, adds, ‘I am truly rejoiced that my cousin Lydia’s sad",2623
10694,"business has been so well hushed up, and am only concerned that their",2623
10695,living together before the marriage took place should be so generally,2623
10696,"known. I must not, however, neglect the duties of my station, or refrain",2623
10697,"from declaring my amazement, at hearing that you received the young",2623
10698,couple into your house as soon as they were married. It was an,2623
10699,"encouragement of vice; and had I been the rector of Longbourn, I should",2623
10700,very strenuously have opposed it. You ought certainly to forgive them as,2623
10701,"a Christian, but never to admit them in your sight, or allow their",2623
10702,names to be mentioned in your hearing.’ _That_ is his notion of,2623
10703,Christian forgiveness! The rest of his letter is only about his dear,2623
10704,"Charlotte’s situation, and his expectation of a young olive-branch. But,",2623
10705,"Lizzy, you look as if you did not enjoy it. You are not going to be",2623
10706,"_missish_, I hope, and pretend to be affronted at an idle report. For",2623
10707,"what do we live, but to make sport for our neighbours, and laugh at them",2623
10708,in our turn?”,2623
10709,"“Oh,” cried Elizabeth, “I am exceedingly diverted. But it is so",2624
10710,strange!”,2624
